Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,Volatility,Momentum
2010-01-04,0.0042793833249315585,0.003755337844190021,0.004586423894287317,0.004477763620487442,0.0038177590898900646,0.2484197520416734,,,,
2010-01-05,0.004517129555990332,0.003976600689793698,0.004766729262420659,0.004553210424872611,0.0038820775441423816,0.3070258182066214,,,,
2010-01-06,0.004472424626336929,0.0039035248678190304,0.0042486083211194445,0.0038578926974383865,0.0032892450376115073,0.2800755834008424,,,,
2010-01-07,0.003938008364781219,0.003247861588371058,0.003896282207129745,0.0037783649649771045,0.0032214473166195037,0.23942723870560126,,,,
2010-01-08,0.003643367663534236,0.003247861588371058,0.0038983602803862663,0.00406383391508066,0.003464831484059655,0.22343397485570096,,,,
2010-01-11,0.004151367375749303,0.0034508520906986473,0.003771935394877378,0.003682535299680753,0.0031397352704077355,0.23135400051825708,,,,0.5205323343315289
2010-01-12,0.0034178136860172972,0.0027951915214766143,0.0033512182574413837,0.0031951951702763395,0.002724227472825365,0.30299223302433126,,,,0.5178848426007623
2010-01-13,0.0031495976731320124,0.0030306586612229777,0.0028704030200608216,0.003792638684725652,0.003233609670644115,0.3091859631105632,,,,0.523966317653312
2010-01-14,0.0036047642866657986,0.0029352559979684972,0.00389006735688454,0.0035438763078377428,0.0030215114864715065,0.21546085574396087,,,,0.5231701951871031
2010-01-15,0.003771383612716492,0.003166665929485217,0.003237231373647627,0.002830206655012532,0.002413040100915295,0.3027798592275954,,,,0.5184699951107937
2010-01-19,0.003243066190938712,0.0038954023206819177,0.003521166464191032,0.004687785766205835,0.003996822061338931,0.3764280580242053,,,,0.5290022408177799
2010-01-20,0.004580117439942438,0.0039684781426565854,0.003989546466931379,0.004012861789417489,0.0034213666963337497,0.31257787603557285,,,,0.5281197990712555
2010-01-21,0.004005065759261316,0.00351377811653434,0.0035149433127211055,0.0032665610465853964,0.0027850858525107214,0.3104116633088672,,,,0.5217984870509806
2010-01-22,0.002928107780129023,0.002334398907445051,0.0014320940849078118,0.0011622586613254035,0.0009909439704148398,0.4586470564747976,,,,0.513069558688709
2010-01-25,0.002060444727450865,0.0017660211645663115,0.002060056831789385,0.002247036860311767,0.001915825740599078,0.5582958758146391,,,,0.5215299111418568
2010-01-26,0.0027594509858073143,0.003594976485646127,0.0025553826099917742,0.002832245757833751,0.002414778363415658,0.9924758997727873,,,,0.5155443606307852
2010-01-27,0.002942329362920812,0.0029596100882501655,0.001923269250746984,0.0032278235378495473,0.0027520451563090645,0.9141676130935165,,,,0.5205802709882382
2010-01-28,0.002552190814617175,0.0019284179027898793,0.0017512568061153547,0.0014762723284923798,0.001258669296337965,0.6167001868726881,,,,0.5158513191635152
2010-01-29,0.001769870823724845,0.001258547618973281,0.0,2.0363803875517172e-06,1.7300372834871958e-06,0.6559514153765456,,,,0.5188153106531002
2010-02-01,0.0,0.0,0.0002176110720540081,0.0005464632214851189,0.0004659091848759622,0.38719237560733083,,,,0.5162733615319892
2010-02-02,0.0007193293939331963,6.49586952894271e-05,0.0006486909050235148,0.0007768763954157099,0.0006623630065453259,0.35927280611502177,,,,0.5146043129313144
2010-02-03,0.0005689582669172258,0.0008525639040921767,0.000864226670895904,0.0014640377115650513,0.0012482452048137166,0.3142981037891332,,,,0.515975995453407
